Noah; Williams; noah.williams@travel-sabre.com; ORD; SLC; UA; 521; Business; oneWay; 2014-01-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; MCO; AM; 5294; Premium Economy; oneWay; 2008-01-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MCO; ATL; AM; 4925; Premium Economy; oneWay; 2008-01-30; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; ORD; AS; 8281; First; roundTrip; 2008-02-07; 2008-02-13
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; BOM; AA; 8948; First; oneWay; 2008-02-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; BOM; HKG; AA; 8498; First; oneWay; 2008-02-23; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; ICN; CX; 416; First; oneWay; 2008-03-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ICN; HKG; CX; 614; First; oneWay; 2008-03-04; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; YYZ; AC; 57; Economy; oneWay; 2008-03-14; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; YYZ; DXB; AC; 75; Economy; oneWay; 2008-03-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; PVG; CX; 364; Economy; oneWay; 2008-03-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PVG; HKG; CX; 463; Economy; oneWay; 2008-04-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; CTU; CX; 5820; Economy; oneWay; 2008-04-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; CTU; HKG; CX; 0285; Economy; oneWay; 2008-04-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; MSP; DL; 1715; Premium Economy; oneWay; 2008-04-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MSP; ATL; DL; 5171; Premium Economy; oneWay; 2008-04-23; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; IAD; G3; 8172; Economy; oneWay; 2008-05-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; IAD; ATL; G3; 2718; Economy; oneWay; 2008-05-05; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; CDG; EK; 71; Economy; roundTrip; 2008-05-12; 2008-05-16
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; MAD; EK; 143; Premium Economy; oneWay; 2008-05-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MAD; DXB; EK; 341; Premium Economy; oneWay; 2008-05-28; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; NCE; EK; 77; Economy; roundTrip; 2008-06-05; 2008-06-08
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; ADL; HX; 3159; Economy; oneWay; 2008-06-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ADL; MEL; HX; 9513; Economy; oneWay; 2008-06-23; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; ZRH; QR; 8085; Business; oneWay; 2008-06-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ZRH; DXB; QR; 5808; Business; oneWay; 2008-07-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; YYZ; IB; 7499; Business; roundTrip; 2008-07-12; 2008-07-16
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; HND; AA; 153; Business; oneWay; 2008-07-24; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HND; ORD; AA; 351; Business; oneWay; 2008-07-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; LST; EY; 6676; Economy; oneWay; 2008-08-05; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LST; MEL; EY; 6766; Economy; oneWay; 2008-08-08; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; SJC; AA; 6041; First; oneWay; 2008-08-16; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SJC; LAX; AA; 1406; First; oneWay; 2008-08-23; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; BFS; EI; 8316; Premium Economy; oneWay; 2008-08-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; BFS; LHR; EI; 6138; Premium Economy; oneWay; 2008-09-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; EWR; DL; 40; Economy; oneWay; 2008-09-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; EWR; LAX; DL; 04; Economy; oneWay; 2008-09-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; SAT; AA; 1213; Premium Economy; oneWay; 2008-09-22; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SAT; DFW; AA; 3121; Premium Economy; oneWay; 2008-09-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; SEA; VA; 6668; Premium Economy; oneWay; 2008-10-04; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SEA; LAX; VA; 8666; Premium Economy; oneWay; 2008-10-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; AUH; AB; 4039; Premium Economy; roundTrip; 2009-01-01; 2009-01-07
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; ICN; KE; 32; Premium Economy; roundTrip; 2009-01-14; 2009-01-20
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; ELS; JJ; 6314; First; oneWay; 2009-01-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ELS; JNB; JJ; 4136; First; oneWay; 2009-01-31; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PVG; DLC; DL; 7780; Business; oneWay; 2009-02-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DLC; PVG; DL; 0877; Business; oneWay; 2009-02-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; ADL; VA; 249; First; roundTrip; 2009-02-19; 2009-02-23
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; MQL; NZ; 7505; Premium Economy; oneWay; 2009-03-03; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MQL; MEL; NZ; 5057; Premium Economy; oneWay; 2009-03-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PVG; CSX; DL; 6407; Economy; roundTrip; 2009-03-15; 2009-03-20
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; DUR; SK; 9378; Business; roundTrip; 2009-03-27; 2009-03-31
Olivia; Lewis; olivia.lewis@travel-sabre.com; MUC; BOS; UA; 8902; Economy; roundTrip; 2009-04-08; 2009-04-12
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; NBO; QR; 8721; Premium Economy; oneWay; 2009-04-20; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; NBO; DXB; QR; 1278; Premium Economy; oneWay; 2009-04-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; MCO; WN; 2528; Economy; roundTrip; 2009-05-02; 2009-05-07
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; SEA; QR; 3739; Economy; roundTrip; 2009-05-13; 2009-05-16
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; JAX; KL; 5379; First; oneWay; 2009-05-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; JAX; ATL; KL; 9735; First; oneWay; 2009-05-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; MCO; AA; 2381; Economy; oneWay; 2009-06-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MCO; LAX; AA; 1832; Economy; oneWay; 2009-06-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; MIA; IB; 4446; Business; oneWay; 2009-06-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MIA; ATL; IB; 6444; Business; oneWay; 2009-06-23; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; AUS; BA; 7911; First; oneWay; 2009-06-30; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; AUS; ORD; BA; 1197; First; oneWay; 2009-07-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; ATL; DL; 1323; Business; roundTrip; 2009-07-13; 2009-07-17
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; CAN; QR; 329; Premium Economy; roundTrip; 2009-07-25; 2009-07-28
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; IAD; SK; 8850; Premium Economy; oneWay; 2010-01-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; MAO; AF; 2014; Business; roundTrip; 2010-01-13; 2010-01-17
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; MSP; JL; 7668; Premium Economy; oneWay; 2010-01-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MSP; ORD; JL; 8667; Premium Economy; oneWay; 2010-02-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; SAV; UA; 4096; Economy; oneWay; 2010-02-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SAV; ORD; UA; 6904; Economy; oneWay; 2010-02-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; GYN; TP; 6133; Premium Economy; oneWay; 2010-02-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GYN; GRU; TP; 3316; Premium Economy; oneWay; 2010-02-27; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; CLT; AA; 691; First; roundTrip; 2010-03-03; 2010-03-08
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; TPE; KA; 5494; First; oneWay; 2010-03-15; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; TPE; HKG; KA; 4945; First; oneWay; 2010-03-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; ORD; EI; 6162; Economy; roundTrip; 2010-03-26; 2010-03-31
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; ORD; UA; 613; Premium Economy; oneWay; 2010-04-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; LAX; UA; 316; Premium Economy; oneWay; 2010-04-11; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; BOM; AC; 6390; Premium Economy; roundTrip; 2010-04-19; 2010-04-22
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SIN; SQ; 228; Economy; roundTrip; 2010-05-02; 2010-05-07
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; DUB; EI; 169; Business; roundTrip; 2010-05-14; 2010-05-21
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; PTY; G3; 6902; Premium Economy; roundTrip; 2010-05-25; 2010-05-28
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; EWR; EY; 8296; Economy; oneWay; 2010-06-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; EWR; LAX; EY; 6928; Economy; oneWay; 2010-06-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; DUS; UA; 9623; Economy; oneWay; 2010-06-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DUS; LHR; UA; 3269; Economy; oneWay; 2010-06-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; EWR; DL; 1286; Business; roundTrip; 2010-07-01; 2010-07-06
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; TUL; AA; 391; First; roundTrip; 2011-01-02; 2011-01-07
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; ADL; EY; 6586; Premium Economy; oneWay; 2011-01-14; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ADL; MEL; EY; 6856; Premium Economy; oneWay; 2011-01-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; CPT; BA; 6429; Premium Economy; oneWay; 2011-01-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; CPT; JNB; BA; 9246; Premium Economy; oneWay; 2011-01-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; NBO; QR; 8721; Business; roundTrip; 2011-02-07; 2011-02-11
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; STL; UA; 3681; Premium Economy; oneWay; 2011-02-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; STL; ORD; UA; 1863; Premium Economy; oneWay; 2011-02-24; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SYD; AA; 7342; First; roundTrip; 2011-03-03; 2011-03-07
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; HND; JL; 44; Premium Economy; oneWay; 2011-03-15; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HND; LHR; JL; 44; Premium Economy; oneWay; 2011-03-21; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; GIG; TP; 5090; Business; oneWay; 2011-03-27; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; DEN; DL; 4872; Business; roundTrip; 2011-04-07; 2011-04-11
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; SFO; AA; 6190; Premium Economy; oneWay; 2011-04-20; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SFO; LHR; AA; 0916; Premium Economy; oneWay; 2011-04-24; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; MSP; BA; 5642; Economy; roundTrip; 2011-05-02; 2011-05-08
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; BOS; DL; 2531; Business; oneWay; 2011-05-14; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; BOS; LAX; DL; 1352; Business; oneWay; 2011-05-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; MAD; JJ; 8609; Economy; roundTrip; 2011-05-26; 2011-05-29
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; BFS; EI; 8316; Premium Economy; roundTrip; 2011-06-06; 2011-06-09
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; LST; QR; 2289; Premium Economy; oneWay; 2011-06-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LST; MEL; QR; 9822; Premium Economy; oneWay; 2011-06-22; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; CBR; NZ; 7702; Business; roundTrip; 2011-07-01; 2011-07-09
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; EWR; WN; 3819; Economy; oneWay; 2011-07-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; EWR; ATL; WN; 9183; Economy; oneWay; 2011-07-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HND; BKK; UA; 8003; Economy; roundTrip; 2011-07-25; 2011-08-01
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; LHR; BA; 28; Economy; oneWay; 2011-08-05; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; HKG; BA; 82; Economy; oneWay; 2011-08-11; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HND; HKG; KA; 397; First; oneWay; 2011-08-18; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SYD; VA; 863; Business; roundTrip; 2011-08-29; 2011-09-01
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; HKG; 9W; 4019; Premium Economy; oneWay; 2011-09-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; MEL; 9W; 9104; Premium Economy; oneWay; 2011-09-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; WAW; FRA; NH; 6702; Premium Economy; roundTrip; 2011-09-23; 2011-09-26
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; RNO; BA; 5639; First; roundTrip; 2012-01-02; 2012-01-07
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; AUS; UA; 1668; Premium Economy; roundTrip; 2012-01-13; 2012-01-18
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; BOS; IB; 4734; Business; roundTrip; 2012-01-26; 2012-02-01
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; VIE; AB; 5060; Premium Economy; oneWay; 2012-02-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; VIE; LHR; AB; 0605; Premium Economy; oneWay; 2012-02-09; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; WAW; PRG; DL; 8756; Business; roundTrip; 2012-02-19; 2012-02-22
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; CBR; EK; 5812; Premium Economy; roundTrip; 2012-03-01; 2012-03-05
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; FRA; LH; 797; Premium Economy; oneWay; 2012-03-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; FRA; HKG; LH; 797; Premium Economy; oneWay; 2012-03-18; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; CWB; JJ; 3809; Business; roundTrip; 2012-03-26; 2012-03-29
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; SLC; AM; 5122; Economy; oneWay; 2012-04-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SLC; LAX; AM; 2215; Economy; oneWay; 2012-04-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PVG; MXP; CA; 967; Business; roundTrip; 2012-04-18; 2012-04-23
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SYD; SQ; 6847; Economy; roundTrip; 2012-05-01; 2012-05-04
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; PHL; WN; 6095; Business; roundTrip; 2012-05-12; 2012-05-18
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; HGH; KA; 626; Premium Economy; roundTrip; 2012-05-25; 2012-05-29
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; SFO; AA; 6044; First; oneWay; 2012-06-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SFO; LAX; AA; 4406; First; oneWay; 2012-06-11; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; YYZ; WS; 5005; Economy; roundTrip; 2012-06-17; 2012-06-21
Olivia; Lewis; olivia.lewis@travel-sabre.com; WAW; KRK; LO; 3907; Business; oneWay; 2012-06-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; KRK; WAW; LO; 7093; Business; oneWay; 2012-07-03; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SYD; QR; 428; First; roundTrip; 2012-07-12; 2012-07-15
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SYD; QR; 420; First; roundTrip; 2012-07-23; 2012-07-26
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; YYZ; AS; 4425; Business; roundTrip; 2012-08-05; 2012-08-08
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; IAD; AA; 327; Business; roundTrip; 2012-08-17; 2012-08-22
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; CPT; SA; 343; Economy; roundTrip; 2012-08-29; 2012-09-03
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; MVD; IB; 2482; Economy; oneWay; 2012-09-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MVD; GRU; IB; 2842; Economy; oneWay; 2012-09-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; PHL; 9W; 8370; First; oneWay; 2013-01-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PHL; ATL; 9W; 0738; First; oneWay; 2013-01-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; PHX; VA; 6632; Premium Economy; oneWay; 2013-01-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PHX; LAX; VA; 2366; Premium Economy; oneWay; 2013-01-18; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; ADL; MU; 4216; First; roundTrip; 2013-01-26; 2013-01-30
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; EWR; SQ; 1298; Premium Economy; oneWay; 2013-02-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; EWR; LAX; SQ; 8921; Premium Economy; oneWay; 2013-02-12; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; DEN; G3; 8084; Business; roundTrip; 2013-02-18; 2013-02-24
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; LIT; AA; 3507; Business; roundTrip; 2013-03-02; 2013-03-08
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; TPE; CX; 494; Premium Economy; oneWay; 2013-03-14; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; TPE; HKG; CX; 494; Premium Economy; oneWay; 2013-03-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; BDL; AM; 4050; Business; oneWay; 2013-03-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; BDL; ATL; AM; 0504; Business; oneWay; 2013-03-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; CWB; DL; 6915; First; oneWay; 2013-04-08; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; CWB; GRU; DL; 5196; First; oneWay; 2013-04-11; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; DTW; AM; 4016; First; roundTrip; 2013-04-20; 2013-04-23
Olivia; Lewis; olivia.lewis@travel-sabre.com; PEK; XMN; CZ; 5110; Business; roundTrip; 2013-05-02; 2013-05-06
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; LAX; AA; 8935; First; oneWay; 2013-05-13; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; HKG; AA; 5398; First; oneWay; 2013-05-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; CPT; SA; 2025; Business; roundTrip; 2013-05-25; 2013-06-02
Olivia; Lewis; olivia.lewis@travel-sabre.com; MUC; LIS; NH; 6081; Business; roundTrip; 2013-06-06; 2013-06-11
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; SYD; VA; 883; First; oneWay; 2013-06-18; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SYD; MEL; VA; 388; First; oneWay; 2013-06-23; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; KIX; NH; 874; Economy; roundTrip; 2013-06-30; 2013-07-03
Olivia; Lewis; olivia.lewis@travel-sabre.com; MUC; GSE; UA; 9445; Business; roundTrip; 2013-07-13; 2013-07-17
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; IAH; JL; 7242; Premium Economy; roundTrip; 2013-07-24; 2013-07-30
Olivia; Lewis; olivia.lewis@travel-sabre.com; MUC; BOS; UA; 8902; Economy; roundTrip; 2013-08-06; 2013-08-09
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; ALB; DL; 2401; Business; oneWay; 2013-08-17; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ALB; ATL; DL; 1042; Business; oneWay; 2013-08-20; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; ORD; AC; 5548; Economy; oneWay; 2014-01-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; LAX; AC; 8455; Economy; oneWay; 2014-01-09; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; ICN; EY; 8495; Business; roundTrip; 2014-01-14; 2014-01-20
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; PHX; AA; 1168; First; oneWay; 2014-01-26; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; PHX; DFW; AA; 8611; First; oneWay; 2014-01-29; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; SYD; AY; 5841; Premium Economy; roundTrip; 2014-02-06; 2014-02-12
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; NCL; JQ; 472; Business; oneWay; 2014-02-18; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; NCL; MEL; JQ; 274; Business; oneWay; 2014-02-22; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; ADL; EY; 6876; Business; roundTrip; 2014-03-03; 2014-03-06
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; MEM; AS; 4762; Business; oneWay; 2014-03-14; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEM; ORD; AS; 2674; Business; oneWay; 2014-03-20; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; BRU; BA; 398; Economy; roundTrip; 2014-03-26; 2014-03-29
Olivia; Lewis; olivia.lewis@travel-sabre.com; LAX; HNL; CA; 7259; Economy; roundTrip; 2014-04-08; 2014-04-11
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; POA; G3; 1236; Premium Economy; roundTrip; 2014-04-19; 2014-04-22
Olivia; Lewis; olivia.lewis@travel-sabre.com; MEL; BNE; EK; 5628; Economy; roundTrip; 2014-05-02; 2014-05-06
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; DUR; EY; 1266; First; roundTrip; 2014-05-13; 2014-05-17
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; SFO; SQ; 1357; Premium Economy; roundTrip; 2014-05-26; 2014-05-29
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; BFS; EI; 8306; Business; roundTrip; 2014-06-07; 2014-06-11
Olivia; Lewis; olivia.lewis@travel-sabre.com; DXB; AMM; EK; 903; First; roundTrip; 2014-06-19; 2014-06-22
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; BSB; AC; 9803; Premium Economy; roundTrip; 2014-07-01; 2014-07-05
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; IAD; DL; 1963; Economy; roundTrip; 2014-07-13; 2014-07-18
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; REC; AR; 7618; First; oneWay; 2015-01-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; REC; GRU; AR; 8167; First; oneWay; 2015-01-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; WAW; AMS; UA; 6839; Economy; roundTrip; 2015-01-13; 2015-01-21
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; IAD; AS; 6960; Business; oneWay; 2015-01-25; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; IAD; DFW; AS; 0696; Business; oneWay; 2015-02-02; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; CLE; BA; 5331; Premium Economy; roundTrip; 2015-02-07; 2015-02-14
Olivia; Lewis; olivia.lewis@travel-sabre.com; ATL; EWR; KL; 6234; Premium Economy; roundTrip; 2015-02-19; 2015-02-23
Olivia; Lewis; olivia.lewis@travel-sabre.com; JNB; AUH; AZ; 3929; Business; roundTrip; 2015-03-03; 2015-03-09
Olivia; Lewis; olivia.lewis@travel-sabre.com; WAW; CDG; LO; 333; First; roundTrip; 2015-03-15; 2015-03-18
Olivia; Lewis; olivia.lewis@travel-sabre.com; DFW; DSM; AA; 2226; Premium Economy; oneWay; 2015-03-27; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; DSM; DFW; AA; 6222; Premium Economy; oneWay; 2015-04-03; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; GRU; SAL; AR; 7600; First; oneWay; 2015-04-07; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; SAL; GRU; AR; 0067; First; oneWay; 2015-04-10; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; TPE; KA; 482; First; oneWay; 2015-04-19; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; TPE; HKG; KA; 284; First; oneWay; 2015-04-23; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LHR; LIS; TP; 367; First; oneWay; 2015-05-01; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; LIS; LHR; TP; 763; First; oneWay; 2015-05-06; 
Olivia; Lewis; olivia.lewis@travel-sabre.com; ORD; BUF; UA; 5599; First; roundTrip; 2015-05-13; 2015-05-20
Olivia; Lewis; olivia.lewis@travel-sabre.com; HKG; MNL; AC; 9789; Business; roundTrip; 2015-05-25; 2015-06-02
